IndID,Activity,Mode,Origin,Destination,DepartureTime
101415,Home,Car,423,247,16:00:00
117690,Other,Walk,1298,1227,14:00:00
117690,Shop,Transit,1227,1297,16:30:00
117690,Home,Transit,1297,1298,17:00:00
41544,Other,Transit,176,228,12:30:00
41544,Home,Transit,228,176,17:10:00
69138,Other,Walk,108,118,12:30:00
69138,Home,Transit,118,108,19:00:00
123675,Shop,Car,10,43,13:30:00
123675,Home,Car,43,10,15:30:00
52443,Shop,Walk,173,171,10:50:00
52443,Other,Walk,171,173,11:30:00
52443,Shop,Walk,173,171,13:20:00
52443,Home,Walk,171,173,15:20:00
65106,Other,Car,187,489,11:20:00
65106,Home,Car,489,187,15:00:00
1035,Shop,Bike,165,1319,12:30:00
1035,Home,Bike,1319,165,16:00:00
91293,Work,Transit,175,115,07:00:00
91293,Home,Transit,115,175,16:40:00
21804,Shop,Walk,140,170,14:30:00
21804,Home,Walk,170,140,15:30:00
84447,Shop,Walk,1345,1322,13:10:00
84447,Home,Walk,1322,1345,15:10:00
63258,Other,Walk,1260,1354,10:30:00
63258,Other,Transit,1354,1346,11:30:00
63258,Home,Transit,1346,1260,13:30:00
63258,Other,Transit,1260,1199,14:40:00
63258,Home,Transit,1199,1260,20:00:00
36630,Other,Transit,1314,1358,13:00:00
36630,Home,Walk,1358,1314,18:00:00
83397,Other,Transit,1275,1079,11:30:00
83397,Home,Transit,1079,1275,17:30:00
112419,Work,Walk,61,89,13:20:00
112419,Home,Walk,89,61,19:15:00
56118,Other,Walk,15,15,10:45:00
56118,Home,Walk,15,15,12:00:00
56118,Other,Transit,15,1358,13:00:00
56118,Home,Transit,1358,15,16:30:00
50700,Shop,Transit,687,668,11:05:00
50700,Home,Transit,668,687,12:03:00
50469,Other,Car,681,1316,12:50:00
50469,Other,Car,1316,668,16:00:00
50469,Other,Car,668,703,17:45:00
50469,Other,Car,703,668,20:00:00
50469,Home,Car,668,681,22:00:00
61557,Shop,Car,676,678,13:15:00
61557,Home,Car,678,676,13:50:00
61557,Other,Car,676,64,14:20:00
61557,Home,Car,64,676,16:00:00
6285,Other,Car,668,685,11:30:00
6285,Home,Car,685,668,12:00:00
90390,Other,Bike,1372,1281,13:00:00
90390,Other,Walk,1281,1290,16:00:00
90390,Home,Bike,1290,1372,20:00:00
110949,Other,Bike,26,24,09:20:00
110949,Home,Bike,24,26,15:00:00
110949,Shop,Bike,26,24,17:30:00
110949,Home,Bike,24,26,17:45:00
8910,Shop,Car,50,48,09:35:00
8910,Home,Car,48,50,09:55:00
88983,Shop,Walk,40,89,11:20:00
88983,Home,Car,89,40,14:55:00
88983,Other,Car,40,49,18:25:00
88983,Shop,Car,49,40,20:12:00
88983,Home,Car,40,40,20:25:00
11808,Shop,Car,42,44,15:32:00
11808,Shop,Car,44,44,16:05:00
11808,Home,Car,44,42,16:45:00
125355,Other,Transit,969,957,09:30:00
125355,Shop,Transit,957,971,12:05:00
125355,Other,Transit,971,957,13:30:00
125355,Home,Transit,957,969,16:00:00
76761,Other,Transit,389,379,12:50:00
76761,Home,Transit,379,389,15:50:00
64770,Shop,Bike,385,379,15:45:00
64770,Home,Bike,379,385,16:50:00
127833,Other,Car,372,27,14:30:00
127833,Other,Car,27,39,15:00:00
127833,Home,Car,39,372,16:00:00
36273,Other,Car,1003,1291,09:10:00
36273,Home,Car,1291,1003,12:40:00
36273,Other,Car,1003,1005,13:00:00
36273,Other,Car,1005,1001,15:40:00
36273,Home,Car,1001,1003,15:55:00
50385,Other,Transit,993,1322,10:30:00
50385,Home,Transit,1322,993,13:00:00
99441,Other,Transit,304,301,14:40:00
99441,Home,Transit,301,304,18:30:00
33060,Other,Transit,103,156,11:00:00
33060,Other,Walk,156,156,13:30:00
33060,Other,Walk,156,156,14:45:00
33060,Home,Transit,156,103,16:50:00
60570,Shop,Walk,202,228,17:02:00
60570,Home,Walk,228,202,17:34:00
64602,Other,Walk,475,449,12:30:00
64602,Home,Walk,449,475,15:30:00
72015,Shop,Car,437,469,14:00:00
72015,Home,Transit,469,437,15:30:00
79386,Shop,Car,873,861,14:50:00
79386,Home,Car,861,873,16:00:00
30267,Other,Car,1208,235,10:30:00
30267,Other,Car,235,252,13:15:00
30267,Home,Car,252,1208,14:15:00
30267,Shop,Transit,1208,1206,15:43:00
30267,Home,Transit,1206,1208,17:30:00
7482,Other,Walk,1240,1304,11:15:00
7482,Other,Walk,1304,1243,12:20:00
7482,Other,Transit,1243,1284,12:50:00
7482,Shop,Walk,1284,1286,13:50:00
7482,Other,Transit,1286,1243,14:30:00
7482,Home,Transit,1243,1240,15:30:00
129114,Other,Bike,1284,1212,09:05:00
129114,Shop,Walk,1212,1212,10:35:00
129114,Home,Bike,1212,1284,10:55:00
129114,Other,Car,1284,444,11:20:00
129114,Home,Car,444,1284,14:40:00
83943,Other,Car,1208,875,13:45:00
83943,Home,Car,875,1208,17:00:00
76173,Shop,Car,1254,213,11:00:00
76173,Home,Car,213,1254,12:38:00
64812,Shop,Bike,1366,1230,14:00:00
64812,Home,Bike,1230,1366,14:30:00
117228,Other,Transit,1253,1296,13:00:00
117228,Home,Transit,1296,1253,20:00:00
116157,Shop,Transit,1219,1278,10:00:00
116157,Shop,Transit,1278,1230,13:40:00
116157,Home,Transit,1230,1219,14:40:00
40557,Work,Car,1245,992,05:30:00
40557,Other,Car,992,1011,15:00:00
40557,Other,Car,1011,844,17:20:00
40557,Home,Car,844,1245,17:50:00
111306,Work,Walk,760,760,06:50:00
111306,Home,Walk,760,760,16:00:00
71175,Other,Transit,470,1195,11:30:00
71175,Home,Transit,1195,470,14:30:00
65337,Other,Car,397,1205,16:35:00
65337,Home,Car,1205,397,20:15:00
125565,Other,Car,242,89,10:15:00
125565,Home,Car,89,242,14:00:00
51792,Shop,Transit,431,1281,11:00:00
51792,Home,Transit,1281,431,13:00:00
42699,Shop,Walk,1342,1319,10:40:00
42699,Home,Walk,1319,1342,11:30:00
79974,Other,Transit,1318,1312,08:00:00
79974,Home,Transit,1312,1318,20:00:00
52128,Other,Walk,1275,1269,10:15:00
52128,Other,Walk,1269,1271,13:30:00
52128,Home,Walk,1271,1275,15:50:00
52128,Other,Bike,1275,1322,17:15:00
52128,Other,Bike,1322,1324,18:00:00
52128,Home,Walk,1324,1275,21:45:00
60444,Other,Car,462,445,10:15:00
60444,Home,Car,445,462,12:00:00
60444,Other,Car,462,445,15:00:00
60444,Home,Car,445,462,17:00:00
127665,Shop,Car,435,462,09:00:00
127665,Home,Car,462,435,09:45:00
68928,Shop,Bike,462,441,16:24:00
68928,Home,Bike,441,462,17:18:00
89823,Other,Car,449,463,11:30:00
89823,Home,Car,463,449,14:45:00
79995,Other,Car,460,1011,07:30:00
79995,Home,Car,1011,460,15:00:00
36672,Other,Car,463,445,11:10:00
36672,Other,Car,445,476,13:00:00
36672,Shop,Car,476,474,13:30:00
36672,Home,Car,474,463,14:10:00
36672,Other,Car,463,476,16:00:00
36672,Home,Car,476,463,16:30:00
36735,Shop,Car,460,470,11:30:00
36735,Home,Car,470,460,15:30:00
84678,Other,Car,436,253,09:00:00
84678,Home,Car,253,436,15:00:00
36378,Other,Car,460,1176,14:18:00
36378,Home,Car,1176,460,22:01:00
76950,Other,Car,49,907,08:30:00
76950,Home,Car,907,49,10:00:00
84951,Other,Car,45,522,09:30:00
84951,Other,Car,522,470,10:40:00
84951,Other,Car,470,522,12:00:00
84951,Home,Car,522,45,16:30:00
7167,Shop,Car,767,760,10:00:00
7167,Home,Car,760,767,11:00:00
7167,Other,Car,767,365,13:00:00
7167,Home,Car,365,767,16:30:00
64707,Other,Transit,903,1329,10:45:00
64707,Other,Walk,1329,1282,13:00:00
64707,Shop,Walk,1282,905,14:15:00
64707,Home,Walk,905,903,15:40:00
31968,Work,Bike,907,1284,05:15:00
31968,Home,Bike,1284,907,15:30:00
8679,Shop,Car,674,703,13:40:00
8679,Home,Car,703,674,14:05:00
13698,Shop,Car,687,678,17:30:00
13698,Home,Car,678,687,18:00:00
115128,Other,Walk,699,1239,11:27:00
115128,Home,Car,1239,699,16:33:00
115128,Shop,Bike,699,699,18:03:00
115128,Work,Bike,699,699,18:30:00
115128,Home,Bike,699,699,20:32:00
85203,Shop,Walk,701,668,10:30:00
85203,Home,Walk,668,701,12:10:00
86295,Other,Car,693,290,14:00:00
86295,Home,Car,290,693,16:15:00
103305,Shop,Car,516,498,09:00:00
103305,Home,Car,498,516,10:45:00
83439,Other,Car,348,363,08:20:00
83439,Other,Car,363,365,09:50:00
83439,Home,Car,365,348,10:40:00
11073,Other,Car,824,832,09:00:00
11073,Shop,Car,832,456,12:30:00
11073,Home,Car,456,824,14:00:00
37680,Shop,Walk,788,771,12:30:00
37680,Other,Walk,771,794,14:15:00
37680,Home,Walk,794,788,15:00:00
37680,Other,Walk,788,788,17:00:00
37680,Home,Walk,788,788,18:10:00
38037,Other,Car,794,814,14:30:00
38037,Home,Car,814,794,17:00:00
64392,Shop,Car,795,772,12:05:00
64392,Home,Car,772,795,14:50:00
64392,Shop,Car,795,772,15:30:00
64392,Home,Car,772,795,15:55:00
76425,Other,Car,852,113,10:00:00
76425,Home,Car,113,852,15:00:00
98790,Other,Car,886,853,12:00:00
98790,Home,Car,853,886,17:00:00
5886,Other,Car,864,70,16:00:00
5886,Home,Car,70,864,19:00:00
43203,Other,Transit,843,382,10:50:00
43203,Home,Transit,382,843,19:30:00
12081,Other,Car,581,572,14:14:00
12081,Home,Car,572,581,15:25:00
120084,Other,Car,546,594,07:45:00
120084,Home,Car,594,546,13:00:00
108786,Other,Car,560,560,14:00:00
108786,Home,Car,560,560,15:00:00
29805,Other,Car,416,416,07:00:00
29805,Home,Car,416,416,07:30:00
29805,Other,Car,416,313,11:00:00
29805,Home,Transit,313,416,14:00:00
29805,Other,Transit,416,313,18:00:00
29805,Home,Transit,313,416,19:20:00
85623,Shop,Car,619,603,11:00:00
85623,Home,Car,603,619,11:45:00
83733,Shop,Car,601,618,10:30:00
83733,Home,Car,618,601,10:55:00
84153,Other,Car,260,757,10:15:00
84153,Home,Transit,757,260,14:35:00
78630,Shop,Car,323,323,13:30:00
78630,Home,Transit,323,323,13:45:00
35622,Other,Car,315,305,13:00:00
35622,Home,Car,305,315,15:40:00
102906,Other,Transit,1087,997,07:00:00
102906,Home,Transit,997,1087,12:55:00
42006,Other,Car,1084,1209,09:40:00
42006,Home,Car,1209,1084,18:50:00
112692,Shop,Transit,380,1357,13:30:00
112692,Other,Walk,1357,1324,17:30:00
112692,Home,Transit,1324,380,19:00:00
7293,Other,Car,373,1239,10:00:00
7293,Home,Car,1239,373,19:00:00
127707,Other,Car,944,450,10:30:00
127707,Home,Car,450,944,16:45:00
14916,Shop,Transit,954,971,12:00:00
14916,Home,Transit,971,907,13:00:00
14916,Other,Walk,907,954,13:20:00
14916,Other,Transit,954,1358,17:30:00
14916,Home,Transit,1358,954,20:45:00
77055,Shop,Car,981,1309,12:05:00
77055,Home,Car,1309,981,13:00:00
77055,Other,Bike,981,923,14:30:00
77055,Home,Bike,923,981,14:45:00
36210,Other,Transit,935,1282,15:10:00
36210,Home,Transit,1282,935,18:33:00
49125,Work,Car,992,957,06:30:00
49125,Home,Car,957,992,15:15:00
64623,Other,Car,987,1215,09:30:00
64623,Home,Car,1215,987,11:15:00
64623,Other,Walk,987,1017,12:20:00
64623,Home,Walk,1017,987,13:20:00
64623,Shop,Car,987,992,14:15:00
64623,Home,Car,992,987,15:00:00
17436,Shop,Car,1001,44,12:40:00
17436,Other,Car,44,745,13:50:00
17436,Shop,Car,745,743,17:00:00
17436,Home,Car,743,1001,17:20:00
90201,Other,Transit,1169,1173,14:42:00
90201,Home,Transit,1173,1169,20:43:00
52275,Other,Car,282,265,13:00:00
52275,Home,Car,265,282,16:05:00
56874,Other,Car,421,423,11:05:00
56874,Other,Car,423,432,11:25:00
56874,Other,Car,432,423,12:30:00
56874,Home,Car,423,421,12:50:00
56874,Shop,Car,421,24,14:30:00
56874,Shop,Car,24,421,17:15:00
56874,Home,Car,421,421,18:15:00
55824,Other,Transit,426,413,14:30:00
55824,Home,Transit,413,426,17:30:00
64077,Other,Car,424,430,09:45:00
64077,Home,Car,430,424,12:00:00
64077,Other,Car,424,44,12:45:00
64077,Home,Car,44,424,13:40:00
64077,Shop,Car,424,423,18:00:00
64077,Home,Car,423,424,18:10:00
5739,Other,Car,413,423,07:00:00
5739,Home,Car,423,413,15:00:00
9603,Shop,Car,426,44,12:10:00
9603,Home,Car,44,426,15:05:00
9603,Other,Transit,426,900,16:07:00
9603,Home,Car,900,426,20:00:00
3303,Other,Transit,938,1269,13:40:00
3303,Home,Transit,1269,938,17:20:00
56958,Other,Car,939,751,08:00:00
56958,Home,Car,751,939,19:30:00
9855,Work,Transit,979,1227,08:00:00
9855,Home,Transit,1227,979,17:30:00
40368,Other,Car,918,1114,13:30:00
40368,Home,Car,1114,918,17:00:00
32451,Shop,Transit,905,905,15:10:00
32451,Home,Walk,905,905,17:30:00
7818,Shop,Transit,1326,1278,16:30:00
7818,Home,Transit,1278,1326,17:35:00
56622,Other,Transit,727,1354,13:30:00
56622,Home,Transit,1354,727,22:00:00
36987,Shop,Car,717,716,12:42:00
36987,Other,Car,716,338,12:50:00
36987,Home,Transit,338,717,15:05:00
110025,Other,Walk,731,65,11:45:00
110025,Home,Walk,65,731,17:00:00
57504,Work,Car,732,1205,07:45:00
57504,Home,Car,1205,732,16:20:00
111180,Other,Car,727,668,11:00:00
111180,Home,Car,668,727,13:15:00
6978,Shop,Transit,720,668,12:00:00
6978,Home,Transit,668,720,14:00:00
6978,Other,Car,720,719,15:00:00
6978,Home,Car,719,720,15:14:00
71196,Work,Car,716,1012,06:25:00
71196,Home,Car,1012,716,13:30:00
64413,Other,Car,727,728,13:15:00
64413,Shop,Car,728,718,16:00:00
64413,Home,Car,718,727,16:30:00
64833,Shop,Car,534,503,08:00:00
64833,Home,Car,503,534,09:40:00
64833,Shop,Car,534,213,12:15:00
64833,Home,Car,213,534,14:30:00
10527,Other,Car,541,537,11:30:00
10527,Home,Car,537,541,14:30:00
10527,Shop,Car,541,537,17:30:00
10527,Home,Car,537,541,18:00:00
84111,Work,Bike,540,483,06:30:00
84111,Home,Car,483,540,14:40:00
14958,Other,Transit,1188,851,11:06:00
14958,Home,Transit,851,1188,17:00:00
117123,Work,Car,1178,1164,06:30:00
117123,Home,Transit,1164,1178,11:00:00
40872,Other,Transit,767,1340,14:30:00
40872,Home,Transit,1340,767,20:16:00
71133,Shop,Car,740,738,19:00:00
71133,Home,Car,738,740,19:15:00
78252,Shop,Car,562,590,09:20:00
78252,Home,Car,590,562,12:30:00
78252,Shop,Car,562,560,17:30:00
78252,Home,Car,560,562,17:50:00
79848,Other,Car,434,619,13:55:00
79848,Home,Car,619,434,16:20:00
63804,Shop,Car,447,476,16:05:00
63804,Home,Car,476,447,17:00:00
117459,Shop,Car,453,498,11:30:00
117459,Home,Car,498,453,12:45:00
120147,Other,Car,251,235,10:45:00
120147,Home,Car,235,251,12:00:00
120147,Other,Car,251,249,13:40:00
120147,Home,Car,249,251,16:30:00
76677,Work,Transit,686,1210,06:40:00
76677,Home,Transit,1210,686,15:00:00
51960,Other,Car,403,27,11:45:00
51960,Shop,Walk,27,27,11:59:00
51960,Other,Walk,27,27,12:22:00
51960,Home,Car,27,403,12:55:00
51960,Other,Car,403,402,13:45:00
51960,Home,Car,402,403,14:00:00
51960,Other,Car,403,374,14:25:00
51960,Home,Car,374,403,14:31:00
92112,Other,Car,373,80,12:15:00
92112,Home,Car,80,373,13:05:00
92112,Other,Walk,373,369,18:00:00
92112,Shop,Walk,369,369,19:30:00
92112,Home,Walk,369,373,19:50:00
119790,Shop,Car,883,894,11:00:00
119790,Home,Car,894,883,15:00:00
8553,Shop,Car,840,849,11:30:00
8553,Home,Car,849,840,14:00:00
48033,Shop,Car,846,456,12:00:00
48033,Home,Car,456,846,17:00:00
49776,Other,Transit,895,1281,12:00:00
49776,Home,Transit,1281,895,18:00:00
127287,Other,Car,870,354,07:10:00
127287,Home,Car,354,870,09:45:00
127287,Other,Car,870,619,11:00:00
127287,Shop,Car,619,849,11:40:00
127287,Home,Car,849,870,12:00:00
127287,Other,Car,870,870,15:40:00
127287,Home,Car,870,870,16:07:00
7545,Shop,Car,885,597,17:07:00
7545,Home,Car,597,885,17:45:00
36798,Other,Car,617,570,12:10:00
36798,Home,Car,570,617,13:30:00
45408,Shop,Walk,606,608,13:00:00
45408,Home,Car,608,606,15:45:00
82053,Work,Transit,999,1226,08:45:00
82053,Home,Transit,1226,999,17:30:00
86778,Shop,Transit,356,354,11:35:00
86778,Shop,Transit,354,1323,12:15:00
86778,Other,Transit,1323,49,13:10:00
86778,Shop,Transit,49,1199,16:15:00
86778,Home,Transit,1199,356,17:05:00
69663,Other,Car,286,1015,07:45:00
69663,Home,Transit,1015,286,19:20:00
77979,Other,Car,429,839,14:00:00
77979,Home,Car,839,429,18:00:00
31065,Other,Car,732,719,15:00:00
31065,Home,Car,719,732,16:10:00
31065,Other,Car,732,668,17:05:00
31065,Home,Car,668,732,21:00:00
85896,Shop,Car,716,689,07:31:00
85896,Shop,Car,689,668,09:01:00
85896,Home,Car,668,716,09:30:00
85896,Other,Car,716,307,15:34:00
85896,Home,Car,307,716,19:00:00
80667,Shop,Car,716,668,10:00:00
80667,Home,Car,668,716,11:00:00
80667,Other,Car,716,720,19:00:00
80667,Home,Car,720,716,20:00:00
26214,Other,Transit,1117,1150,10:30:00
26214,Home,Bike,1150,1117,11:45:00
26214,Other,Car,1117,1152,13:00:00
26214,Other,Car,1152,1112,16:30:00
26214,Home,Car,1112,1117,17:25:00
86925,Other,Car,519,528,14:30:00
86925,Home,Car,528,519,15:15:00
4920,Other,Car,577,599,10:00:00
4920,Home,Car,599,577,12:10:00
16680,Other,Car,1322,290,13:00:00
16680,Home,Car,290,1322,14:30:00
46647,Shop,Car,6,849,12:00:00
46647,Home,Car,849,6,15:00:00
53661,Other,Car,751,849,13:00:00
53661,Home,Car,849,751,16:00:00
118089,Shop,Car,309,1328,15:30:00
118089,Other,Car,1328,679,16:35:00
118089,Home,Car,679,309,17:15:00
23526,Other,Walk,1310,1310,13:00:00
23526,Home,Walk,1310,1310,15:20:00
118341,Work,Car,272,1219,11:10:00
118341,Home,Car,1219,272,18:20:00
34782,Shop,Transit,381,1323,13:40:00
34782,Other,Walk,1323,1322,14:55:00
34782,Shop,Transit,1322,379,18:05:00
34782,Home,Walk,379,381,19:05:00
22056,Other,Car,379,387,14:10:00
22056,Home,Car,387,379,15:30:00
54039,Shop,Car,169,131,12:30:00
54039,Shop,Car,131,119,13:10:00
54039,Home,Car,119,169,13:50:00
23064,Other,Transit,728,1226,18:00:00
23064,Home,Transit,1226,728,20:15:00
34950,Shop,Walk,12,3,11:00:00
34950,Home,Walk,3,12,11:55:00
34950,Other,Transit,12,19,16:15:00
34950,Shop,Transit,19,15,17:55:00
34950,Home,Walk,15,12,18:40:00
98412,Work,Car,751,743,05:45:00
98412,Home,Car,743,751,16:10:00
107547,Other,Car,434,101,10:00:00
107547,Home,Car,101,434,12:15:00
74913,Other,Car,885,957,13:30:00
74913,Other,Car,957,387,14:15:00
74913,Home,Car,387,885,19:00:00
72477,Shop,Car,887,861,12:30:00
72477,Home,Car,861,887,13:25:00
126132,Other,Car,52,54,08:15:00
126132,Other,Car,54,51,08:55:00
126132,Home,Walk,51,52,09:45:00
17940,Other,Car,332,596,15:00:00
17940,Home,Car,596,332,21:15:00
5046,Other,Car,581,627,12:24:00
5046,Home,Car,627,581,18:34:00
46437,Other,Car,1021,1238,12:00:00
46437,Home,Car,1238,1021,17:00:00
66912,Other,Transit,674,997,10:30:00
66912,Home,Transit,997,674,16:00:00
122331,Other,Car,485,228,14:30:00
122331,Home,Car,228,485,17:48:00
75732,Other,Car,554,240,05:25:00
75732,Shop,Car,240,548,07:30:00
75732,Home,Car,548,554,08:30:00
75732,Shop,Car,554,456,12:00:00
75732,Home,Car,456,554,16:10:00
87933,Shop,Car,431,414,12:14:00
87933,Home,Car,414,431,14:05:00
44127,Work,Car,446,1268,06:45:00
44127,Home,Car,1268,446,16:00:00
129303,Other,Car,553,939,12:40:00
129303,Home,Car,939,553,16:20:00
102276,Other,Transit,553,560,08:15:00
102276,Home,Transit,560,553,12:30:00
54921,Other,Car,1265,631,09:30:00
54921,Home,Car,631,1265,16:15:00
46038,Other,Car,715,1018,09:10:00
46038,Work,Car,1018,43,10:40:00
46038,Home,Car,43,715,14:06:00
46038,Shop,Car,715,718,17:24:00
46038,Home,Car,718,715,17:36:00
46038,Other,Car,715,379,17:50:00
46038,Home,Car,379,715,18:19:00
22539,Shop,Bike,1371,894,12:00:00
22539,Home,Bike,894,1371,14:00:00
100302,Other,Bike,1066,1061,12:25:00
100302,Home,Bike,1061,1066,14:05:00
384,Other,Walk,21,39,10:50:00
384,Home,Walk,39,21,13:40:00
384,Other,Walk,21,757,14:20:00
384,Home,Walk,757,21,17:10:00
65631,Other,Transit,284,864,10:03:00
65631,Home,Transit,864,284,19:56:00
90012,Other,Car,871,861,09:43:00
90012,Home,Car,861,871,13:48:00
97992,Other,Bike,1256,1316,14:10:00
97992,Home,Bike,1316,1256,16:00:00
72750,Other,Car,1309,546,11:00:00
72750,Home,Car,546,1309,12:50:00
107820,Other,Car,638,643,15:55:00
107820,Home,Car,643,638,16:45:00
54018,Shop,Car,307,302,18:00:00
54018,Home,Car,302,307,19:00:00
18717,Other,Car,540,535,08:30:00
18717,Home,Car,535,540,16:00:00
23106,Other,Car,732,668,11:40:00
23106,Home,Car,668,732,14:40:00
23106,Other,Car,732,641,16:30:00
23106,Home,Car,641,732,21:30:00
40200,Other,Transit,1167,859,09:45:00
40200,Home,Transit,859,1167,19:00:00
57735,Work,Transit,512,1210,08:00:00
57735,Other,Bike,1210,1270,11:15:00
57735,Work,Bike,1270,1210,12:30:00
57735,Other,Bike,1210,1304,15:00:00
57735,Shop,Walk,1304,1374,17:15:00
57735,Shop,Walk,1374,1304,17:45:00
57735,Other,Walk,1304,1304,18:00:00
57735,Home,Transit,1304,512,20:55:00
55614,Other,Transit,864,9,11:00:00
55614,Other,Car,9,923,11:45:00
55614,Home,Car,923,864,15:30:00
95913,Shop,Transit,942,928,09:00:00
95913,Home,Transit,928,942,14:30:00
13278,Shop,Walk,71,1203,11:00:00
13278,Home,Transit,1203,71,14:00:00
73569,Other,Bike,476,313,17:15:00
73569,Home,Bike,313,476,22:35:00
106749,Shop,Transit,282,1336,10:00:00
106749,Home,Transit,1336,282,12:00:00
120504,Other,Car,841,1312,10:00:00
120504,Home,Transit,1312,841,15:00:00
14034,Other,Car,765,928,10:20:00
14034,Home,Car,928,765,12:20:00
14034,Other,Car,765,89,17:15:00
14034,Home,Car,89,765,19:00:00
28335,Work,Transit,1008,1230,08:50:00
28335,Home,Transit,1230,1008,18:10:00
19473,Work,Bike,442,1278,06:30:00
19473,Home,Bike,1278,442,16:45:00
41250,Work,Car,911,891,06:30:00
41250,Home,Car,891,911,17:30:00
69999,Other,Car,359,366,07:00:00
69999,Shop,Car,366,354,12:00:00
69999,Other,Car,354,354,12:30:00
69999,Home,Car,354,359,18:00:00
132,Shop,Walk,131,131,12:50:00
132,Home,Walk,131,131,13:10:00
106896,Shop,Walk,1309,1203,09:30:00
106896,Home,Walk,1203,1309,10:50:00
102087,Other,Car,505,1322,09:20:00
102087,Shop,Car,1322,182,10:30:00
102087,Home,Car,182,505,11:15:00
121596,Other,Car,290,656,16:45:00
121596,Home,Car,656,290,22:21:00
61368,Work,Car,1007,1012,06:15:00
61368,Home,Car,1012,1007,11:15:00
101121,Other,Car,403,71,08:30:00
101121,Home,Car,71,403,10:45:00
101121,Other,Car,403,1267,11:30:00
101121,Home,Car,1267,403,15:15:00
117879,Other,Car,272,284,08:45:00
117879,Home,Car,284,272,11:00:00
117879,Other,Car,272,290,14:00:00
117879,Other,Car,290,265,16:00:00
117879,Home,Car,265,272,21:00:00
102507,Other,Car,1013,1001,20:00:00
102507,Home,Car,1001,1013,20:15:00
34404,Other,Car,724,1328,15:30:00
34404,Home,Car,1328,724,17:00:00
96312,Other,Car,1024,1023,13:00:00
96312,Shop,Car,1023,668,13:10:00
96312,Other,Car,668,1023,15:00:00
96312,Home,Car,1023,1024,15:25:00
90558,Other,Car,1009,1282,11:00:00
90558,Home,Car,1282,1009,12:00:00
39675,Other,Car,751,997,14:00:00
39675,Home,Car,997,751,15:15:00
55740,Shop,Car,833,786,11:00:00
55740,Home,Car,786,833,11:45:00
55740,Other,Car,833,791,13:30:00
55740,Home,Car,791,833,14:45:00
88353,Work,Transit,594,1335,07:50:00
88353,Home,Transit,1335,594,13:00:00
88353,Other,Car,594,555,15:00:00
88353,Home,Car,555,594,17:00:00
48663,Other,Car,366,354,12:00:00
48663,Shop,Car,354,365,12:30:00
48663,Home,Car,365,366,13:10:00
62817,Other,Car,1364,668,13:00:00
62817,Home,Car,668,1364,18:00:00
68193,Work,Car,871,208,06:30:00
68193,Home,Car,208,871,16:00:00
107274,Other,Car,366,331,10:00:00
107274,Home,Car,331,366,13:15:00
107274,Other,Car,366,331,14:50:00
107274,Home,Car,331,366,17:10:00
73275,Other,Car,366,366,12:00:00
73275,Home,Car,366,366,18:00:00
118173,Other,Car,1166,1164,09:12:00
118173,Home,Walk,1164,1166,10:55:00
118173,Other,Car,1166,1317,15:10:00
118173,Home,Car,1317,1166,18:25:00
70419,Other,Car,1054,1102,09:30:00
70419,Home,Car,1102,1054,14:30:00
82683,Shop,Walk,522,478,09:30:00
82683,Home,Transit,478,522,10:54:00
5004,Other,Car,594,1256,08:10:00
5004,Home,Car,1256,594,09:40:00
46626,Work,Transit,186,1357,07:22:00
46626,Home,Transit,1357,186,16:30:00
720,Other,Car,48,1214,18:00:00
720,Home,Car,1214,48,21:15:00
118530,Shop,Car,767,743,12:30:00
118530,Home,Car,743,767,13:20:00
118530,Shop,Car,767,384,14:00:00
118530,Home,Car,384,767,14:55:00
97383,Other,Car,461,881,10:30:00
97383,Home,Car,881,461,14:30:00
20775,Shop,Car,1091,1100,10:15:00
20775,Other,Transit,1100,1099,10:55:00
20775,Home,Car,1099,1091,11:45:00
54732,Other,Bike,1286,1296,08:00:00
54732,Home,Bike,1296,1286,11:45:00
15882,Other,Car,727,709,09:10:00
15882,Shop,Car,709,668,15:45:00
15882,Home,Car,668,727,16:20:00
122373,Other,Car,85,423,08:45:00
122373,Home,Car,423,85,15:30:00
68067,Work,Car,738,62,07:30:00
68067,Home,Car,62,738,12:00:00
87996,Shop,Car,620,607,10:00:00
87996,Other,Car,607,620,10:30:00
87996,Home,Car,620,620,14:00:00
65967,Shop,Car,361,1336,11:05:00
65967,Home,Car,1336,361,15:20:00
118803,Other,Car,435,449,07:15:00
118803,Home,Car,449,435,12:38:00
88227,Work,Car,797,587,05:30:00
88227,Other,Car,587,572,11:00:00
88227,Home,Car,572,797,13:00:00
3828,Shop,Car,531,971,12:20:00
3828,Home,Car,971,531,13:35:00
63867,Work,Transit,855,1296,08:15:00
63867,Home,Transit,1296,855,17:00:00
26193,Other,Walk,715,744,07:10:00
26193,Home,Transit,744,715,11:55:00
26193,Shop,Walk,715,894,13:15:00
26193,Shop,Walk,894,1309,14:45:00
26193,Home,Transit,1309,715,16:10:00
5151,Other,Walk,958,939,08:55:00
5151,Home,Walk,939,958,11:15:00
5151,Other,Walk,958,918,12:30:00
5151,Other,Walk,918,939,13:30:00
5151,Home,Walk,939,958,15:00:00
118404,Work,Car,389,470,10:00:00
118404,Home,Car,470,389,15:20:00
12711,Other,Car,594,1240,14:15:00
12711,Home,Car,1240,594,20:00:00
72981,Other,Car,842,844,12:50:00
72981,Other,Car,844,843,14:00:00
